(377, 128)
(537, 228)
(561, 198)
(568, 198)
(572, 195)
(576, 190)
(582, 190)
(588, 216)
(586, 243)
(573, 262)
(252, 277)
(190, 223)
(123, 239)
(153, 243)
(103, 252)
(232, 365)
(260, 280)
(264, 231)
(285, 206)
(295, 206)
(247, 243)
(243, 158)
(244, 141)
(260, 170)
(231, 193)
(203, 245)
(212, 264)
(217, 262)
(221, 270)
(222, 263)
(245, 256)
(251, 242)
(252, 252)
(274, 225)
(256, 291)
(310, 317)
(305, 297)
(296, 319)
(318, 357)
(364, 327)
(436, 188)
(453, 208)
(302, 56)
(300, 60)
(297, 76)
(296, 83)
(298, 79)
(302, 53)
(303, 44)
(303, 36)
(306, 39)
(316, 53)
(317, 67)
(296, 90)
(273, 96)
(241, 89)
(223, 85)
(226, 83)
(236, 81)
(241, 96)
(231, 103)
(261, 97)
(289, 95)
(293, 94)
(310, 79)
(344, 76)
(345, 62)
(347, 63)
(338, 36)
(287, 39)
(245, 46)
(249, 55)
(262, 50)
(267, 50)
(270, 48)
(271, 47)
(259, 54)
(270, 51)
(288, 48)
(295, 46)
(300, 46)
(303, 47)
(300, 24)
(298, 15)
(296, 15)
(296, 16)
(296, 18)
(295, 17)
(295, 18)
(285, 30)
(285, 24)
(289, 21)
(289, 32)
(278, 36)
(269, 21)
(235, 15)
(226, 41)
(213, 54)
(199, 55)
(215, 79)
(215, 92)
(218, 121)
(213, 113)
(202, 106)
(199, 116)
(196, 135)
(169, 127)
(172, 127)
(174, 126)
(172, 120)
(174, 117)
(179, 127)
(181, 144)
(187, 170)
(208, 206)
(231, 238)
(242, 249)
(246, 260)
(238, 276)
(231, 257)
(195, 237)
(179, 165)
(285, 148)
(274, 92)
(310, 76)
(332, 88)
(345, 96)
(328, 95)
(328, 98)
(361, 125)
(348, 120)
(354, 121)
(357, 121)
(364, 127)
(367, 126)
(369, 129)
(373, 129)
(372, 125)
(372, 122)
(413, 125)
(425, 141)
(474, 138)
(490, 137)
(338, 90)
(303, 74)
(281, 78)
(261, 125)
(251, 117)
(245, 112)
(248, 108)
(248, 103)
(249, 100)
(244, 100)
(243, 98)
(213, 106)
(219, 128)
(220, 146)
(230, 157)
(234, 160)
(238, 153)
(240, 157)
(239, 164)
(220, 172)
(202, 162)
(126, 123)
(203, 208)
(240, 290)
(235, 280)
(272, 264)
(309, 255)
(296, 246)
(345, 239)
(192, 79)
(140, 143)
(158, 184)
(164, 213)
(146, 229)
(131, 230)
(112, 228)
(103, 231)
(94, 206)
(94, 201)
(87, 183)
(76, 150)
(56, 130)
(41, 112)
(37, 53)
(11, 56)
(30, 34)
(39, 36)
(44, 48)
(41, 56)
(35, 77)
(38, 120)
(36, 136)
(37, 140)
(40, 144)
(40, 140)
(46, 129)
(50, 128)
(59, 116)
(61, 116)
(59, 122)
(51, 124)
(36, 127)
(21, 173)
(21, 214)
(16, 252)
(5, 284)
(14, 278)
(22, 286)
(16, 288)
(11, 301)
(14, 292)
(11, 293)
(3, 298)
(2, 306)
(4, 297)
(1, 304)
(333, 252)
(239, 252)
(169, 257)
(138, 274)
(115, 272)
(423, 222)
(390, 190)
(293, 192)
(229, 199)
(233, 198)
(312, 200)
(357, 192)
(345, 206)
(342, 245)
(331, 275)
(356, 267)
(365, 248)
(375, 224)
(397, 217)
(413, 206)
(422, 199)
(434, 197)
(85, 107)
(99, 91)
(97, 86)
(101, 84)
(103, 108)
(103, 113)
(107, 112)
(106, 107)
(102, 114)
(103, 113)
(92, 113)
(86, 113)
(87, 111)
(87, 118)
(66, 115)
(59, 118)
(34, 121)
(29, 135)
(28, 142)
(45, 153)
(63, 166)
(86, 166)
(82, 140)
(64, 116)
(81, 121)
(258, 264)
(258, 265)
(253, 275)
(265, 278)
(259, 284)
(478, 283)
(477, 315)
(390, 254)
(391, 255)
(392, 255)
(390, 255)
(389, 255)
(389, 255)
(389, 255)
(390, 255)
(388, 255)
(387, 89)
(389, 98)
(390, 116)
(382, 147)
(371, 175)
(367, 199)
(369, 209)
(370, 215)
(390, 218)
(424, 222)
(482, 224)
(491, 220)
(503, 203)
(401, 203)
(381, 201)
(377, 202)
(377, 202)
(380, 204)
(381, 205)
(382, 205)
(391, 203)
(397, 203)
(407, 202)
(421, 202)
(418, 195)
(430, 193)
(444, 191)
(442, 192)
(441, 195)
(440, 196)
(438, 197)
(436, 197)
(330, 385)
(330, 385)
(344, 410)
